"KP001-A05","KP002-A06","KP003-A07","KP004-A08","KP005-A09","KP007-A11","KP008-A12","KP009-B01","KP010-B02","KP011-B03","KP012-B04","KP013-B05","KP014-B06","KP015-B07","KP016-B08","KP017-B09","KP019-B11","KP020-B12","KP021-C01","KP022-C02","KP023-C03","KP024-C04","KP027-C07","KP028-C08","KP029-C09","KP031-C11","KP032-C12","KP033-D01","KP034-D02","KP035-D03","KP036-D04","KP037-D05","KP038-D06","KP039-D07","KP040-D08","KP041-D09","KP042-D10","KP043-D11","KP044-D12","KP045-E01","KP046-E02","KP047-E03","KP048-E04","KP049-E05","KP050-E06","KP052-E08","KP053-E09","KP054-E10","KP055-E11","KP056-E12","KP057-F01","KP058-F02","KP059-F03","KP060-F04","KP061-F05","KP062-F06","KP063-F07","KP064-F08","KP065-F09","KP066-F10","KP067-F11","KP069-G01","KP070-G02","KP071-G03","KP072-G04","KP074-G06","KP075-G07","KP076-G08","KP077-G09","KP078-G10","KP079-G11","KP081-H01","KP083-H03","KP084-H04","KP085-H05","KP086-H06","KP088-H08","KP089-H09","KP091-H11","KP092-H12","KP094-A02","KP095-A03","KP096-A04","KP097-A05","KP098-A06","KP100-A08","KP102-A10","KP104-A12","KP107-B03","KP108-B04","KP109-B05","KP110-B06","KP143-E03","KP144-E04","KP145-E05","KP146-E06","KP147-E07","KP148-E08","KP149-E09","KP150-E10","KP191-A03","KP192-A04","KP193-A05","KP194-A06","KP195-A07","KP196-A08","KP197-A09","KP198-A10"
"KP096-A04",223087.18147907,223087.18147907,223087.18147907,223087.18147907,223087.18147907,223087.18147907,223087.18147907,233953.957761096,233953.957761096,233953.957761096,233953.957761096,233953.957761096,233953.957761096,233953.957761096,233953.957761096,232469.564678207,232469.564678207,232469.564678207,232469.564678207,232469.564678207,232469.564678207,232469.564678207,202508.751674273,202508.751674273,202508.751674273,202508.751674273,202508.751674273,215558.607109925,215558.607109925,215558.607109925,215558.607109925,215558.607109925,215558.607109925,215558.607109925,215558.607109925,243316.361767755,243316.361767755,243316.361767755,243316.361767755,243316.361767755,243316.361767755,243316.361767755,243316.361767755,237436.849039363,237436.849039363,237436.849039363,237436.849039363,237436.849039363,237436.849039363,237436.849039363,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,189707.907113302,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,150722.545364826,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,86478.8000592341,47838.5056630579,47838.5056630579,47838.5056630579,47838.5056630579,47838.5056630579,47838.5056630579,0,0,0,0,0,0,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,161470.212856637,161470.212856637,161470.212856637,161470.212856637,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,711572.513936235,711572.513936235,711572.513936235,711572.513936235,711572.513936235,711572.513936235,711572.513936235,711572.513936235
"KP097-A05",249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,233177.12703561,233177.12703561,233177.12703561,233177.12703561,233177.12703561,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,0,0,0,0,0,181589.058942177,181589.058942177,181589.058942177,181589.058942177,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591
"KP098-A06",249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,233177.12703561,233177.12703561,233177.12703561,233177.12703561,233177.12703561,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,0,0,0,0,0,181589.058942177,181589.058942177,181589.058942177,181589.058942177,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591
"KP100-A08",249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,233177.12703561,233177.12703561,233177.12703561,233177.12703561,233177.12703561,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,0,0,0,0,0,181589.058942177,181589.058942177,181589.058942177,181589.058942177,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591
"KP102-A10",249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,233177.12703561,233177.12703561,233177.12703561,233177.12703561,233177.12703561,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,0,0,0,0,0,181589.058942177,181589.058942177,181589.058942177,181589.058942177,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591
"KP104-A12",249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,249180.597976364,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,254231.042442906,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,253971.738423851,233177.12703561,233177.12703561,233177.12703561,233177.12703561,233177.12703561,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,248170.146895122,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,276686.935586439,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,270320.024498582,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,210680.946993456,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,172797.313220622,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,110589.229632329,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,74382.6539793054,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,33452.4229727845,0,0,0,0,0,181589.058942177,181589.058942177,181589.058942177,181589.058942177,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591,684212.653065591
"KP107-B03",81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,108552.075949604,108552.075949604,108552.075949604,108552.075949604,108552.075949604,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,181589.058942177,181589.058942177,181589.058942177,181589.058942177,181589.058942177,0,0,0,0,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328
"KP108-B04",81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,108552.075949604,108552.075949604,108552.075949604,108552.075949604,108552.075949604,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,181589.058942177,181589.058942177,181589.058942177,181589.058942177,181589.058942177,0,0,0,0,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328
"KP109-B05",81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,108552.075949604,108552.075949604,108552.075949604,108552.075949604,108552.075949604,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,181589.058942177,181589.058942177,181589.058942177,181589.058942177,181589.058942177,0,0,0,0,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328
"KP110-B06",81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,81766.2194421059,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72727.9777994675,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,72642.5369892054,108552.075949604,108552.075949604,108552.075949604,108552.075949604,108552.075949604,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,149313.892527975,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,195891.628867178,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,171752.289328421,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,29354.8807751011,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,15906.0738266045,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,76187.1808110385,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,114510.349726397,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,161470.212856637,181589.058942177,181589.058942177,181589.058942177,181589.058942177,181589.058942177,0,0,0,0,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,706290.254922097,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328,724119.211575328
"KP143-E03",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
"KP144-E04",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
"KP145-E05",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
"KP146-E06",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
"KP147-E07",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
"KP148-E08",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
"KP149-E09",720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,720291.464546783,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,764072.373211618,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,756664.789840186,661701.319996904,661701.319996904,661701.319996904,661701.319996904,661701.319996904,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,630778.166443488,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,604878.520674141,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,630377.61768077,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,725233.93971958,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,690733.189872289,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,638733.455927687,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,609388.67865904,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,578492.51930896,585196.295007838,585196.295007838,585196.295007838,585196.295007838,585196.295007838,706290.254922097,706290.254922097,706290.254922097,706290.254922097,0,0,0,0,0,0,0,0,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369,1189624.36749369
